id,total_subjects,overwritten_subjects,business_and_management,marketing,management_information_systems,introduction_to_informatics,calculus_1,calculus_2,probability_and_statistics,artificial_intelligence,microprocessor_systems,distributed_systems,theory_of_information,electric_circuits,electrotechnics,physics,modern_physics,direction
8071,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8072,32,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8073,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8074,30,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8075,31,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8076,33,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8077,31,9,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8078,31,11,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8079,21,6,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8080,20,10,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8081,29,11,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8082,30,12,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8083,20,4,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8084,30,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8085,33,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8086,30,13,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8087,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8088,13,6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8089,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8090,29,12,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,null
8091,30,9,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8092,30,5,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
8093,32,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8094,15,3,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8095,34,11,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,null
8096,30,2,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,null
8097,34,7,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8098,33,8,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8099,32,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8100,35,14,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8101,30,0,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8102,30,12,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
8103,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8104,30,11,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8105,33,16,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,null
8106,31,2,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,KNI
8107,35,5,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,KNI
8108,31,6,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,PET
8109,32,11,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,null
8110,30,0,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,IKI
8111,34,16,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8112,29,13,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8113,14,4,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8114,30,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8115,36,6,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8116,33,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8117,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8118,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8119,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8120,31,7,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8121,31,10,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,null
8122,29,5,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,null
8123,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8124,30,10,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8125,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8126,30,0,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,IKI
8127,30,14,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8128,37,9,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,null
8129,20,7,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8130,30,6,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8131,10,0,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,IKI
8132,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8133,32,4,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,IKI
8134,30,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8135,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8136,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8137,15,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8138,31,12,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8139,33,7,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8140,31,8,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8141,31,2,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8142,32,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8143,31,10,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,IKI
8144,20,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8145,31,3,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8146,34,8,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
8147,29,15,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8148,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8149,32,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8150,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8151,29,8,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8152,33,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8153,6,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8154,30,5,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8155,32,4,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8156,33,8,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,null
8157,31,7,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8158,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8159,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8160,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8161,32,2,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8162,31,5,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
8163,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8164,32,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8165,29,2,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8166,31,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8167,32,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8168,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8169,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8170,30,19,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8171,31,9,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
8172,34,8,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8173,30,0,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8174,30,8,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8175,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8176,31,11,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8177,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8178,31,7,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,null
8179,30,5,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,null
8180,32,7,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,PET
8181,26,12,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8182,31,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8183,30,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8184,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8185,30,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8186,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8187,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8188,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8189,30,12,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8190,30,2,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8191,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8192,31,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8193,21,5,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,null
8194,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8195,34,5,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8196,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8197,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8198,30,14,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8199,30,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8200,34,10,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,null
8201,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8202,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8203,33,7,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8204,30,8,False,True,False,True,True,True,True,False,False,False,True,False,False,False,False,null
8205,31,1,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,IKI
8206,31,4,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,null
8207,25,10,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8208,31,4,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,null
8209,30,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8210,31,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8211,26,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8212,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8213,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8214,32,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8215,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8216,30,0,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8217,33,1,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8218,34,12,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8219,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8220,34,8,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,null
8221,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8222,28,10,False,True,False,True,True,True,False,False,False,False,False,True,True,True,True,IKI
8223,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8224,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8225,30,12,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8226,31,13,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
8227,34,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8228,29,7,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,IKI
8229,30,4,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,null
8230,30,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8231,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8232,15,4,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8233,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8234,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8235,20,0,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8236,16,2,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8237,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8238,31,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8239,32,5,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,PET
8240,33,2,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,IKI
8241,29,9,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8242,30,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8243,23,10,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8244,15,2,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8245,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8246,31,15,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8247,34,10,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,null
8248,26,9,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8249,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8250,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8251,34,19,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8252,30,11,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8253,31,12,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8254,31,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8255,30,7,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,null
8256,30,17,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8257,30,1,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8258,31,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8259,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8260,33,3,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,IKI
8261,34,3,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8262,21,5,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8263,31,15,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8264,25,5,True,True,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
8265,31,12,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8266,29,11,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8267,33,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
8268,29,14,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8269,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8270,25,12,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8271,27,15,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8272,31,11,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8273,20,5,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8274,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8275,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8276,31,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8277,30,4,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,PET
8278,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8279,34,13,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,null
8280,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8281,15,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8282,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8283,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8284,21,6,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8285,31,4,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8286,33,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8287,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8288,32,2,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,IKI
8289,31,12,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8290,30,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8291,32,6,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8292,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8293,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8294,15,2,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8295,33,7,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,null
8296,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8297,24,8,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8298,27,5,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8299,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8300,15,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8301,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8302,30,4,True,False,True,True,True,True,True,True,False,False,False,True,False,True,False,null
8303,30,3,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8304,18,6,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
8305,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8306,10,0,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8307,15,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8308,30,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8309,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8310,20,5,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8311,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8312,20,7,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8313,29,11,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8314,35,6,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8315,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8316,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8317,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8318,31,7,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,null
8319,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
8320,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8321,32,4,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8322,31,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8323,31,13,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8324,33,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
8325,30,14,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8326,18,7,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8327,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8328,34,17,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,null
8329,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8330,27,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8331,31,12,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8332,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8333,32,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,KNI
8334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8335,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8336,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8337,30,11,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8338,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8339,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
8340,31,3,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,KNI
8341,30,17,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
8342,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
8343,32,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8344,30,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
8345,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
