id,total_subjects,overwritten_subjects,business_and_management,marketing,management_information_systems,introduction_to_informatics,calculus_1,calculus_2,probability_and_statistics,artificial_intelligence,microprocessor_systems,distributed_systems,theory_of_information,electric_circuits,electrotechnics,physics,modern_physics,direction
7745,21,3,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7746,33,5,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7747,33,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7748,32,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7749,23,10,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7750,30,18,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7751,11,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7752,30,0,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7753,31,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7754,30,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7755,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7756,32,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7757,11,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7758,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7759,31,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7760,31,4,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,IKI
7761,33,1,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,PET
7762,30,17,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7763,5,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,null
7764,33,0,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,PET
7765,29,16,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7766,32,3,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7767,30,1,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7768,32,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7769,28,11,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,IKI
7770,30,0,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7771,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7772,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
7773,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7774,10,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,null
7775,31,1,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7776,30,1,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7777,32,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7778,30,0,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7779,32,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7780,25,8,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7781,31,0,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7782,33,2,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,IKI
7783,33,5,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
7784,30,12,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7785,33,4,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7786,30,0,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7787,31,4,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7788,31,9,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7789,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7790,32,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7791,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7792,34,4,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7793,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7794,33,1,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7795,33,11,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7796,33,5,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7797,32,4,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7798,33,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7799,30,7,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,IKI
7800,34,2,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7801,32,15,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,null
7802,31,17,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7803,30,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7804,32,7,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7805,30,12,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,null
7806,32,8,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,PET
7807,30,5,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7808,30,9,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
7809,31,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7810,27,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7811,30,1,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7812,31,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7813,32,3,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7814,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7815,30,0,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,IKI
7816,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7817,15,2,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7818,30,9,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7819,30,7,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7820,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7821,38,12,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,null
7822,32,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7823,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7824,15,2,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,IKI
7825,32,7,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7826,30,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7827,30,11,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7828,30,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7829,30,0,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7830,32,7,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7831,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7832,5,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,null
7833,31,6,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,PET
7834,31,5,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,null
7835,25,0,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7836,32,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7837,31,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7838,30,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7839,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7840,31,7,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7841,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7842,30,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7843,32,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7844,30,1,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7845,20,5,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7846,19,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7847,31,0,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,KNI
7848,30,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7849,31,2,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7850,31,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7851,30,0,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7852,30,9,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7853,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7854,33,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7855,32,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7856,31,11,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7857,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7858,32,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7859,33,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7860,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
7861,31,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7862,31,2,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7863,33,2,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7864,30,14,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7865,30,3,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,MT
7866,31,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7867,35,7,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,PET
7868,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7869,30,10,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,null
7870,29,0,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,MT
7871,33,1,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7872,30,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7873,31,0,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7874,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7875,31,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7876,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7877,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7878,30,6,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False,null
7879,32,3,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7880,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7881,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7882,20,5,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,null
7883,30,2,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7884,30,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7885,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7886,30,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7887,33,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7888,30,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7889,32,0,False,False,True,True,True,True,True,True,True,False,True,False,False,False,False,KNI
7890,32,3,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7891,33,0,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,null
7892,30,15,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
7893,30,4,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7894,31,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7895,27,8,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7896,33,8,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7897,29,1,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,MT
7898,32,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7899,29,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7900,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7901,31,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7902,18,7,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7903,31,7,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7904,33,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7905,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7906,31,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7907,32,6,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7908,32,2,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,PET
7909,30,0,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7910,30,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7911,32,4,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7912,30,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7913,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7914,29,15,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,null
7915,5,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,null
7916,31,4,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7917,31,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7918,32,7,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7919,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7920,31,1,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7921,26,0,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7922,15,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7923,31,11,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7924,30,7,True,True,False,True,True,True,True,False,False,False,True,False,False,False,False,null
7925,31,3,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7926,20,7,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7927,25,9,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,PET
7928,31,3,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,IKI
7929,34,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7930,30,0,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7931,31,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7932,32,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7933,33,2,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7934,32,2,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7935,33,3,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7936,30,17,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7937,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7938,29,13,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
7939,32,3,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7940,32,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7941,16,3,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7942,31,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7943,30,3,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7944,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7945,31,15,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7946,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7947,32,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7948,31,5,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7949,26,12,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,IKI
7950,30,14,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,null
7951,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7952,30,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7953,31,1,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,null
7954,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7955,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7956,31,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7957,33,7,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,null
7958,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
7959,32,5,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7960,33,17,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7961,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7962,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7963,32,11,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,IKI
7964,30,6,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7965,32,4,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7966,30,16,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7967,33,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7968,31,4,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,MT
7969,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7970,31,12,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7971,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
7972,31,4,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
7973,28,12,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7974,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7975,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
7976,32,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7977,31,1,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7978,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7979,29,4,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,PET
7980,31,5,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7981,31,5,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7982,30,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7983,31,3,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7984,32,9,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7985,31,9,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,null
7986,32,5,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7987,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
7988,29,1,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7989,30,1,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,IKI
7990,30,1,True,True,False,True,True,True,True,False,False,True,True,False,False,False,False,MT
7991,32,12,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7992,31,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
7993,30,0,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
7994,29,12,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
7995,10,0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7996,30,0,False,False,False,True,True,True,True,False,False,True,True,False,False,False,False,MT
7997,29,13,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7998,20,7,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
7999,31,2,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
