id,total_subjects,overwritten_subjects,business_and_management,marketing,management_information_systems,introduction_to_informatics,calculus_1,calculus_2,probability_and_statistics,artificial_intelligence,microprocessor_systems,distributed_systems,theory_of_information,electric_circuits,electrotechnics,physics,modern_physics,direction
5183,51,33,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5184,57,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5185,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5186,37,20,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5187,50,1,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,PET
5188,63,27,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5189,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5190,57,25,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,null
5191,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5192,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5193,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5194,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5195,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5196,51,29,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5197,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5198,49,22,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5199,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5200,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5201,45,2,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5202,35,15,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5203,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5204,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5205,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5206,60,15,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
5207,5,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,null
5208,42,28,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5209,44,18,False,False,False,False,True,True,True,True,True,True,True,False,False,True,True,null
5210,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5211,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5212,46,7,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5213,56,31,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5214,55,18,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5215,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5216,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5217,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5218,57,15,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5219,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5220,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5221,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5222,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5223,55,18,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5224,60,19,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5225,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5226,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5227,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5228,54,14,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,KNI
5229,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5230,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5231,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5232,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5233,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5234,57,23,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
5235,48,9,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5236,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5237,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5238,46,18,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5239,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5240,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5241,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5242,21,9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
5243,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5244,36,21,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5245,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5246,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5247,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5248,48,8,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,null
5249,50,14,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,PET
5250,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5251,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5252,10,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,null
5253,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5254,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5255,43,7,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,PET
5256,53,14,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,null
5257,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5258,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5259,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5260,57,32,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5261,28,12,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5262,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5263,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5264,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5265,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5266,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5267,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5268,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5269,57,23,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5270,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5271,51,11,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
5272,32,9,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,null
5273,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5274,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5275,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5276,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5277,10,1,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5278,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5279,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5280,59,33,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
5281,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5282,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5283,41,2,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5284,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5285,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5286,65,28,False,True,True,True,True,True,True,False,True,False,True,False,False,False,False,null
5287,57,25,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5288,56,24,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,PET
5289,46,34,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5290,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5291,42,4,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5292,44,18,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
5293,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5294,55,24,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5295,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5296,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5297,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5298,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5299,47,8,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5300,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5301,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5302,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5303,55,27,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,PET
5304,56,36,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5305,54,13,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,PET
5306,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5307,38,0,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5308,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5309,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5310,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5311,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5312,30,17,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,null
5313,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5314,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5315,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5316,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5317,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5318,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5319,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5320,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5321,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5322,60,17,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,PET
5323,61,32,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,KNI
5324,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5325,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5326,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5327,62,24,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,MT
5328,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5329,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5330,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5331,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5332,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5333,40,19,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,null
5334,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5335,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5336,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5337,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5338,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5339,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5340,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5341,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5342,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5343,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5344,57,24,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,PET
5345,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5346,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
5347,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,null
